Title,Description,Compensation,Address,Employment Type,URL 
Free-lance or PT -Structural PE with Stamp,"Concrete and Steel Construction Co. is seeking a Queens or Manhattan Based, Part time or Free-lance NYS Licensed Structural P.E. for structural analysis and design of: framing plans for low to mid rise buildings using: concrete, structural steel, and masonry. 
Applicant must possess experience with industry standard analysis, design programs; AutoCAD, Ram, etc. and knowledge of NYC building codes.

Responsible for preparing calculations, charts and graphs as well as the development of construction drawings and design specifications for bid.

Must be able to do load calculations for steel connection shop drawings and stamp accordingly. 

Please respond with Resume and contact information.",To be discussed,Queens/Manhattan,part-time,https://newyork.craigslist.org/que/egr/d/free-lance-or-pt-structural/6636958630.html
Project Architect,Small architectural firm seeking project architect experienced with NYC zoning and building codes. We specialize in small residential and commercial projects.  Candidate must be able to prepare construction documents for NYC building department plan approval.  This is a work from home contract position.  Please send work samples if interested and salary requirements.,Based on experience,WESTCHESTER,contract,https://newyork.craigslist.org/lgi/egr/d/project-architect/6637074430.html
Architects: Junior & Project Level,"Design firm based in Manhattan has immediate openings for Junior Architects (min. 6 years post-grad. experience) and also for Project Level Architects (min. 10 years post-grad. experience).  The position will involve being part of a small team designing and preparing Construction Documentation as well as overseeing the work on site.  Applicable candidates will ideally be familiar with the New York City Zoning Resolution and Building Code.  Strong design and presentation skills are desirable.

Applicant Qualifications should include the following -

•	Degree in Architecture (Professional License is not required, but would be viewed favorably)
•	6+ years post graduate experience (min. 4 years in the United States)
•	Construction Documentation experience.
•	Familiarity with NYC Dept. of Buildings Application processes
•	Experience with Design, Construction Contract Administration and Site Observation
•	US Citizenship, Visa or other Work Permit

Potential candidates should submit a professional resume and cover letter noting applicable skills and experience.  Please include samples of recent Design and Construction Drawings in order to be considered for the position.",Commensurate with experience,Manhattan,full-time,https://newyork.craigslist.org/mnh/egr/d/architects-junior-project/6637752463.html
Architecture Expert Needed,"Looking for an architecture expert to help fill out worksheets detailing the architectural elements of buildings around NYC (What type of entrance? What type of windows? What type of brickwork/masonry? What type of roof ? What is the predominant architectural style of the building? What year was it built?). You may work remotely, but we request that you visit the location of a given building to give us the most accurate details possible.

Pay is $140 for the first worksheet filled out, with the possibility of a consistent gig if your results are accurate. 

Please reach out ASAP.",$140 per worksheet filled out (may differ depending on size of worksheet),,part-time,https://newyork.craigslist.org/mnh/egr/d/architecture-expert-needed/6638583350.html
Project Manager/Estimator,"Heavy Construction firm looking for Project Manager & Estimator WITH experience in site work & heavy construction.  Position offers growth potential for candidates with less experience.  

Requirements:
Project Manager 3-6 years
Estimator 3-6 years doing quantity takeoffs w/ full knowledge of plans and specs

Excellent communication and computer skills 
Send a cover-letter and resume
Excellent benefits provided","Salary Based on experience, benefits include health, dental & 401k",Westchester County,full-time,https://newyork.craigslist.org/wch/egr/d/project-manager-estimator/6638243953.html
Project Architect,"Architectural office is looking to fill project architect positions. Specific requirements include AutoCAD fluency and at least 3 year of experience in construction documentation.

If you have 3 years of experience in a NYC firm, are looking for an opportunity for challenging work, professional growth, and to be a vital part of a dynamic small team studio environment, this might be a good fit for you.

We offer opportunities for lots of in-the-field hands-on experience that will accelerate your growth as an architect or designer, and you will be involved in all aspects of planning and documentation.

The work is fast-paced and involves collaborating with senior architects, intermediate and junior architects, site personnel and members of client teams in all aspects of project design and in all phases of project construction. Work scope includes documentation from schematics to CDs, and coordination with consultants, fabricators, and on-site construction personnel.

An demonstrable ability to translate designs into clear, concise details and construction documents is necessary.

If you're energetic, pro-active, disciplined, organized, and looking to increase your technical skill and further your professional development through involvement in all phases of design and construction of interesting local work, please come and check us out.

Duties and Responsibilities:
•Exhibit a strong understanding of project design philosophies and interpolate appropriate aspects of design into project development
•Perform work on basic segments of projects, including iterative refinement of details, with oversite and collaboration from partners and consultants
•Contribute to detailed preparation of design and construction documents, and DOB filing sets
•Contribute to the solution of general architectural problems
•Work with project team members to check and coordinate details and dimensions in drawings and models
•Collaborate across disciplines and trades to ensure well coordinated projects

Required Qualifications:
•Eligibility to work in the United States. 
•At least 3 years experience and professional degree in architecture
•Ability to consistently, professionally and reliably produce Schematic, DD and Construction Drawings in collaboration with a team
•Ability to work in a fast paced environment and meet deadlines
•Strong 2D and 3D skills including AutoCAD, Rhino, and graphic skills including Adobe Suite 
•Experience of being part of team putting together sets of drawings
•Experience of being part of team coordinating MEP + Structural Engineering
•Strong written & verbal communication skills
•Strong desire to become a stakeholder in project development - we are looking for people who really like this work and who are eager to see their hand in realized (built) projects

We offer a competitive salary and benefits package commensurate with experience.

Please submit a resume and portfolio (including construction document and detail samples) with salary expectations, and only local applicants for immediate start please.

We only respond to qualified applications per the above requirements",65K-100K,Brooklyn,full-time,https://newyork.craigslist.org/brk/egr/d/project-architect/6638339309.html
IT Support Specialist / CAD Specialist,"IT/CAD consulting firm seeks computer-savvy architect or IT professional to help us support a prestigious roster of architecture firms and other small to mid-size professional services firms in New York City.

Candidates should have minimum 5 years of experience in all or most of the following areas:

- Desktop and laptop support (Window 7, Windows 10, OS X)
- Windows Server support (2008 / 2012 / 2016)
- General networking (firewalls, routers, wifi, TCP/IP)
- General PC hardware / software troubleshooting
- Email (Exchange, Gmail)
- Anti-virus / malware solutions
- VPN
- Data backup solutions
- Smart phones (iPhone, Android)
- MS Office
- Printing / Plotting support
- Cloud technology (O365, AWS, Azure)
- Virtualization technology (VMware, Hyper-V)

Experience in AutoCAD, Revit, and Adobe CS is also strongly preferred.

Good communication and creative problem solving skills are a must.

This is an excellent opportunity for a smart, motivated, hands-on individual to participate and grow in all aspects of computer system management and support for architecture and design firms.",Commensurate with experience,Flatiron,full-time,https://newyork.craigslist.org/mnh/egr/d/it-support-specialist-cad/6638193660.html
HVAC MECHANICAL PROJECT MANAGER,"BROOKLYN MECHANICAL CONTRACTOR IS LOOKING FOR A WELL ORGANIZED PROJECT MANAGER TO SUPERVISOR PUBLIC WORKS PROJECTS IN THE FIVE BOROS'S OF NEW YORK

DUTIES INCLUDE:

READING PLANS AND SPECS

SENDING OUT SUBMITTALS AND REVIEWING ANSWERS

SENDING RFI'S

COORDINATING AND SUPERVISION OF SUB-CONTRACTORS

PROJECT MEETINGS

COMPUTER LITERATE

OSHA CERTIFIED

M.E. HELPFUL BUT NOT REQUIRED",DEPENDING ON EXPERIENCE,MANHATTAN,full-time,https://newyork.craigslist.org/mnh/egr/d/hvac-mechanical-project/6638516795.html
Stair & Railing Builder,"Looking for an experienced wooden stair & railing builder & installer. 
prior experience required.",Price varies on experience,,full-time,https://newyork.craigslist.org/brk/egr/d/stair-railing-builder/6638627739.html
CAD drafter for INTERIOR DESIGNER- PART TIME- TELECOMMUTE,"Part Time/ hourly CAD drafter wanted for small residential INTERIOR DESIGN firm

MUST be knowledgeable in CAD drafting and MEP drawing sets to be used for Architect DOB submission, Contractor bidding, Board Approvals, and sometimes Landmark submissions.

Depending on the client needs, there is typically some site measurements needed, floor plans, furniture plans, and for larger projects, full set MEP construction plans.

Must be in NYC area and able to, on limited occasion, visit sties for initial measurements to properly and accurately draft interior spaces. Some Millwork, tile, and finish drawings needed as per project.

Work to be done as part-time/ hourly. Strict deadlines must be met and all work is cloud based. Majority of work will be done remotely and coordinated directly with Principal Designer via phone and cloud based services.

Please submit examples of drawing sets/ MEP construction sets and hourly rate requested.",TBD,,part-time,https://newyork.craigslist.org/mnh/egr/d/cad-drafter-for-interior/6638732483.html
"Director of Special Inspections, PE","MUST be a Professional Engineer - ICC/ AWS Certified!!

Professional Engineer to perform QA/QC Inspections for new construction and renovation projects throughout the NYC metro area. Knowledge of and experience with concrete, masonry, construction material and NYC building code a PLUS.

Requirements
•NYS PE, Civil or Mechanical Engineering Degree with field experience
•BS in Civil or Mechanical Engineering
•Ideal candidates should possess certifications from ICC, and/or ACI including: ICC Structural Masonry, Concrete Special Inspector, Spray-Applied Fireproofing, Steel Reinforcement, Welding, Bolting, ECC, ACI I and/or II
•A minimum of 1-year relevant experience in the inspections required to certify/perform
•ICC Certification as a Mechanical Inspector
•AWS Certified Welding Inspector
•ICC Certification as a Structural Steel and Bolting Inspector
•Must be familiar with the New York City Building Code
•Working knowledge of the principles and terminology in the Construction Inspection Industry.
•Ability to read prints and find inspection locations
•Ability to produce inspection reports according to company standards
•May train subordinates in their duties.
•May review applications relevant to the field.

Qualifications include
•Must be proficient in Microsoft Word, Excel, and Outlook.
•Reliable means of transportation necessary.
•Extensive knowledge of industry standards
•Ability to work various shifts
•Ability to travel numerous job sites daily
•Highly motivated team player with a strong work ethic
•Able to communicate effectively with a variety of project managers
•Prepare and electronically submit daily reports
•Organized and efficient


Please apply directly on our careers page-",DOE,Midtown West,full-time,https://newyork.craigslist.org/mnh/egr/d/director-of-special/6638828450.html
Project Manager,Construction Co is looking to hire professional with knowledge of cad and some experience in field,"negoatiable starting 35,000 annualy",,full-time,https://newyork.craigslist.org/brk/egr/d/project-manager/6639424185.html
CAD Designer Needed on Contractual Basis,"We're a roofing subcontractor looking for an experienced CAD designer to do shop and as-built drawings as needed. We have multiple projects currently running.

We are looking for someone who is readily available and can start immediately. 

Qualified applicants must have SIGNIFICANT CAD experience, can travel to jobsites within NYC as needed to take field measurements, and can meet in our office midtown to review details needed. You also MUST have your own program to do the work. We do not have a license agreement.

Compensation will be negotiated on experience. We can offer hourly or per drawing depending on the amount of detail is requested by the client. Travel pay will be reimbursed.",negotiable,Midtown,part-time,https://newyork.craigslist.org/mnh/egr/d/cad-designer-needed-on/6639465149.html
MEP/Architecture - SPECIAL INSPECTOR,"Ettinger Engineering Associates is a premier MEP/FP consulting engineering firm located in midtown Manhattan. Since 1960, the firm has been partnering with select developers, architects, institutions and municipal agencies to provide exceptional building design and application services. 

Currently we offer excellent career opportunities for a dynamic and qualified Special Inspector to provide MEP and Architecture inspections as per the NYC Construction Code.  This position will be integral to the development of our Special Inspections, Verification and Commissioning team and the successful candidate will have the opportunity to lead EEA's verification/commissioning team on a wide range of projects. This role has excellent team building and growth potential for the right candidate.  

You will be responsible for performing or witnessing special inspections on New York City construction projects, including mid to high rise buildings, industrial, commercial, public, academic and healthcare facilities. Candidate will be required to prepare reports on inspection activities, file documentation and complete required technical report forms in accordance with New York City code. 

Responsibilities associated with the position are a combination of several of the following:
•	Performs NYC Construction Code required special inspections (MEP and Architecture) in the five boroughs. 
•	Prepares, completes and reviews project inspection reports. Provides project status report and communicates to the client in a timely manner. Maintains project schedule. 
•	Prepares all project closeout documentation including final reports. 
•	Provides commissioning services for new construction projects in accordance with LEED and NYC code requirements. 
•	Provides documentation and program compliance support for projects targeting energy efficiency and green building certifications. 

Minimum required qualifications for this position are:
•	High school diploma, or bachelor's degree in a building environment design or planning field i.e. mechanical engineering, architecture, energy management or building-related engineering disciplines.
•	At least 2 - 3 years Special Inspections experience.
•	ACI Special Inspector Certification is a PLUS.
•	Familiar with the NYC Construction Code and have extensive knowledge of industry principles and terminology.

If interested, please send resume labeled with first and last name with minimum salary requirements. Also include a brief description of your relevant experience associated with the position requirements. 

Candidates must be authorized to work in the United States. 

Visit our website at:


Read about our company culture at:


EOE",Commensurate with Experience,Midtown West,full-time,https://newyork.craigslist.org/mnh/egr/d/mep-architecture-special/6639597642.html
Project Manager,"Job Description: Project Manager
Busy Manhattan construction company is looking for a project manager with a minimum of two years experience.
Applicants must be well organized and have the ability to work in a fast paced team environment. Must possess strong communication skills with ability to multitask. 
Must be able to read architectural plans, spec books and have a good eye for detail.
Must be open to learning company systems quickly and effectively.
Proficiency in Auto Cad necessary, experience with Plan Swift, Smartsheet, Excel and Outlook is also a MUST!
Opportunity to grow within company.
Compensation is based on experience
Benefits: 
Health/Dental insurance available
Summer Hours","Compensation ranging from 45-85,000, depending on experience","New York, NY",full-time,https://newyork.craigslist.org/mnh/egr/d/project-manager/6640502299.html
HVAC DESIGNERS,"HVAC DESIGNERS with BSME and 3-10 + years
experience in HVAC design with AUTOCAD.
Permanent. Full time. Excellent benefits.

HANK DEVITO

TEL: 718-449-5745
EMAIL: HANK11214@HOTMAIL.COM","$65,000- 90,000",Midtown,full-time,https://newyork.craigslist.org/mnh/egr/d/hvac-designers/6639746736.html
Architectural Rendering Position (freelance),"The applicant for this short-term contract position. 
We are looking for a candidate accomplished in rendering/modeling of interior, exterior and landscape architecture.  
Candidate will work directly with principal. Meetings in person are preferred, however we are open to digital communication. Position 
is to produce multiple renderings for client presentations. Candidate will be compensated per image. 
Candidate will provide finished work in pdf and original software format (Rhino, Vray, Rivet, etc.).

Only applicants with 10 rendering samples or more will be considered. Sample project for final consideration required.",Per Image,,contract,https://newyork.craigslist.org/mnh/egr/d/architectural-rendering/6639975928.html
"Internship for the Summer, can lead to Full-Time Position","If you would like experience working on Residential and Commercial projects in the Tri-State area, we are looking for someone who has;
1. Excellent drafting skills
2. Experience with Construction Docuements
3. Can help with placing and tracking orders for material
4. Shop for material / samples
5. Can work from home and is comfortable with managing time. We have daily deadlines
6. Can start immediately
Send email with resume, work examples and why you would be a great addition to the team.",Paid on experience and schedule,Tri-State Area,employee's choice,https://newyork.craigslist.org/mnh/egr/d/internship-for-the-summer-can/6640357313.html
CAD FILE ADMINISTRATOR,"Ettinger Engineering Associates has an opening for an experienced MEP CAD file administrator.

In this role, you will be primarily responsible for managing incoming architectural backgrounds and MEP sheets sets.  This will involve cleaning architectural backgrounds for MEP/FP use, setting up and managing drawings, drawing issuance logs, etc.  This position will also involve the management of internal plotting services and the issuance of drawings to clients and otherwise via e-transmittal, as PDF files, to FTP sites, etc. This position could also involve AutoCAD drafting of engineering markups and/or all of the above for REVIT models as time and qualifications allow.

General Qualifications include:
-This position will work a slightly modified work schedule with a 10AM start time typical.
-Must be experienced with both AutoCad and the above or similar responsibilities for a minimum of 1-2 years.  Experience with REVIT a plus. 
-Proven ability to troubleshoot problematic CAD backgrounds
-Ability to professionally communicate with counterpart(s) at architectural firms or elsewhere to facilitate and streamline file cleaning and set-up process.
-Proficiency in Google Drive tools.
-Must be a strong communicator and have strong writing and interpersonal skills.
-Must be able to seek information when needed and be a self-starter.
-Well organized and energetic.
-This position is salaried and some casual overtime will be required.

Compensation & Benefits:
We offer a competitive salary based on the candidate's experience and credentials
Medical, vision and dental insurance offered with substantial contributions by the firm
Disability insurance for the employee paid for by the Firm
401k plan with firm matching schedule.
PTO schedule increases with years of service
Paid holidays

Send resume labeled with your first and last name.
Send minimum salary requirement
Must be authorized to work in United States
NO CALLS.

EEA Culture

EEA is a mid-size firm with enough capability, experience and resource to take on the largest of development projects. At the same time, our company is organized in smaller studios which provide for numerous client and employee benefits. As an example of an outward benefit, our studio model ensures that repeat clients interact with consistent managerial and engineering staff that is familiar with client operational models, expectations, norms, etc. Inwardly, studios and the smaller project teams within them, allow our employees to form tight-knit and collegial professional relationships, allow for seamless work sharing and more.

Beyond a culture which rewards excellence, ""sets the bar high"", and strives to consistently and relentlessly exceed expectations, our internal culture is centered around five additional tenets:

Staff Appreciation - People Are Our Most Valuable Asset
Professional Development - Your Growth is Shared Growth
Flexibility
Environmental Consciousness
Diversity

Read more about us at: 

Equal Opportunity Employer

Job Type: Full-time",Top Dollar-Commensurate with experience,Midtown West,full-time,https://newyork.craigslist.org/mnh/egr/d/cad-file-administrator/6640517994.html
Architectural Draftsperson,"POSITION SUMMARY
Architectural firm is looking is looking for an enthusiastic, hardworking, quick learner to join our team. We provide training, education, and one-on-one mentoring with industry professionals.

We offer a very attractive salary and genuine opportunities for career progression; and we offer a supportive and team environment with the tools and exposure you need to have a rewarding career. 

KEY RESPONSIBILITIES: 

•	Production of working drawings and filing sets in CAD in accordance with specifications and design 
•	Check and verify design drawings to conform to specifications and design data
•	Produce full sets of working construction documents for purposes of bidding and construction
•	Efficient and accurate drafting with adherence to CAD standards
•	Scheduling drawing completion dates
•	Work with internal Architects, Project Managers and Interior Designers as required

 REQUIREMENTS:

•	Bachelor's degree in Architecture or related Architectural Drafting qualification
•	Two to seven years' experience in the drafting/CAD operating field
•	Expertise in AutoCAD required
•	Experience in productions of construction documents is essential (residential is preferred)
•	Experience in producing a full set of construction working drawings is required
•	Knowledge of good drafting techniques and familiarity with MEP engineering and construction terminology
•	Exceptional communication skills, verbal and written
•	Enthusiastic to work hard in a growing company
•	Must be a self-starter who is comfortable achieving maximum results with minimal supervision
•	Must be able to work in a fast paced team environment

 Candidates should email a resume and work samples representing their best work",50k to 100k yearly - commensurate with experience,Brooklyn,full-time,https://newyork.craigslist.org/brk/egr/d/architectural-draftsperson/6638336749.html
MEP Design Engineer - Electrical+Fire Alarm,"Ettinger Engineering Associates has openings for experienced MEP electrical/fire alarm engineers at all levels who are experienced in systems design, creating plans, schematics, equipment selection & calculations, response to shop drawings/submittals/RFIs, systems narratives and specifications.

General Qualifications include:
-A B.S. in Engineering and a number of years of experience in MEP Electrical+Fire Alarm field.
-Must be familiar with local building codes & NEC.
-Must be experienced with both AutoCad and Revit.
-Proficiency in MSOFFICE & Google Drive tools.
-Must be a strong communicator and have strong writing and interpersonal skills.
-Must be able to seek information when needed and be a self-starter.
-Well organized and energetic.

Compensation & Benefits:
We offer a competitive salary based on the candidate's experience and credentials
Medical, vision and dental insurance offered with substantial contributions by the firm
Disability insurance for the employee paid for by the Firm
401k plan with firm matching schedule.
PTO schedule increases with years of service
Paid holidays

Send resume labeled with your first and last name.
Send minimum salary requirement
Must be authorized to work in United States
NO CALLS.

EEA Culture

EEA is a mid-size firm with enough capability, experience and resource to take on the largest of development projects. At the same time, our company is organized in smaller studios which provide for numerous client and employee benefits. As an example of an outward benefit, our studio model ensures that repeat clients interact with consistent managerial and engineering staff that is familiar with client operational models, expectations, norms, etc. Inwardly, studios and the smaller project teams within them, allow our employees to form tight-knit and collegial professional relationships, allow for seamless work sharing and more.

Beyond a culture which rewards excellence, ""sets the bar high"", and strives to consistently and relentlessly exceed expectations, our internal culture is centered around five additional tenets:

Staff Appreciation - People Are Our Most Valuable Asset
Professional Development - Your Growth is Shared Growth
Flexibility
Environmental Consciousness
Diversity

Read more about us at: 

Equal Opportunity Employer

Job Type: Full-time",Top Dollar-Commensurate with experience,Midtown West,full-time,https://newyork.craigslist.org/mnh/egr/d/mep-design-engineer/6640520518.html
MEP Design Engineer - Mechanical+PM,"MEP Design Engineer - Mechanical+PM

Ettinger Engineering Associates has openings for experienced MEP Mechanical Engineers with a minimum of 3-5 years experiences in systems design, creating plans, schematics, equipment selection & calculations, response to shop drawings/submittals/RFIs, systems narratives, specifications and so on.  This role will also require integrated project management of MEP projects and demonstrated experience in doing so is also required.

General Qualifications include:
-A B.S. in Engineering and 3-5+ years of experience in MEP Mechanical field.
-Experience designing in other MEP trades a plus.
-Experience in PMing an entire project handling other MEP trades to some degree is required
-Must be able to professionally represent the company to clients and agencies at meetings and through written correspondence.
-Must be familiar with local building codes.
-Must be experienced with both AutoCad and Revit.
-EIT certificate and/or PE License a plus
-Other certifications a plus (LEED GA or AP, BCxP, HBDP, etc.)
-Proficiency in MSOFFICE & Google Drive tools.
-Must be able to demonstrate the ability to solve complex technical and project level problems

Compensation & Benefits:
We offer a competitive salary based on the candidate's experience and credentials
Medical, vision and dental insurance offered with substantial contributions by the firm
Disability insurance for the employee paid for by the Firm
401k plan with firm matching schedule.
PTO schedule increases with years of service
Paid holidays

Send resume labeled with your first and last name.
Send minimum salary requirement
Must be authorized to work in United States
NO CALLS.

EEA Culture

EEA is a mid-size firm with enough capability, experience and resource to take on the largest of development projects. At the same time, our company is organized in smaller studios which provide for numerous client and employee benefits. As an example of an outward benefit, our studio model ensures that repeat clients interact with consistent managerial and engineering staff that is familiar with client operational models, expectations, norms, etc. Inwardly, studios and the smaller project teams within them, allow our employees to form tight-knit and collegial professional relationships, allow for seamless work sharing and more.

Beyond a culture which rewards excellence, ""sets the bar high"", and strives to consistently and relentlessly exceed expectations, our internal culture is centered around five additional tenets:

Staff Appreciation - People Are Our Most Valuable Asset
Professional Development - Your Growth is Shared Growth
Flexibility
Environmental Consciousness
Diversity

Read more about us at: 

Equal Opportunity Employer

Job Type: Full-time",COMPETITIVE SALARY,Midtown West,full-time,https://newyork.craigslist.org/mnh/egr/d/mep-design-engineer/6640522648.html
Sr. MEP Design Engineer - Mechanical,"Ettinger Engineering Associates has openings for experienced Senior MEP Mechanical Engineers with a minimum of 8-10 years experiences in systems design, creating plans, schematics, equipment selection & calculations, response to shop drawings/submittals/RFIs, systems narratives, specifications and so on.  This role will require also supervision of junior staff and review of drawings.

General Qualifications include:
-A B.S. in Engineering and 8+ years of experience in MEP Mechanical field.
-EIT certificate and/or PE License preferred
-Other certifications a plus (LEED GA or AP, BCxP, HBDP, etc.)
-Must be familiar with local building codes.
-Must be experienced with both AutoCad and Revit.
-Experience in PMing an entire project handling other MEP trades a plus, but not required
-Proficiency in MSOFFICE & Google Drive tools.
-Must be able to professionally represent the company to clients and agencies at meetings and through written correspondence.
-Must be able to demonstrate the ability to solve complex technical and project level problems

Compensation & Benefits:
We offer a competitive salary based on the candidate's experience and credentials
Medical, vision and dental insurance offered with substantial contributions by the firm
Disability insurance for the employee paid for by the Firm
401k plan with firm matching schedule.
PTO schedule increases with years of service
Paid holidays

Send resume labeled with your first and last name.
Send minimum salary requirement
Must be authorized to work in United States
NO CALLS.

EEA Culture

EEA is a mid-size firm with enough capability, experience and resource to take on the largest of development projects. At the same time, our company is organized in smaller studios which provide for numerous client and employee benefits. As an example of an outward benefit, our studio model ensures that repeat clients interact with consistent managerial and engineering staff that is familiar with client operational models, expectations, norms, etc. Inwardly, studios and the smaller project teams within them, allow our employees to form tight-knit and collegial professional relationships, allow for seamless work sharing and more.

Beyond a culture which rewards excellence, ""sets the bar high"", and strives to consistently and relentlessly exceed expectations, our internal culture is centered around five additional tenets:

Staff Appreciation - People Are Our Most Valuable Asset
Professional Development - Your Growth is Shared Growth
Flexibility
Environmental Consciousness
Diversity

Read more about us at: 

Equal Opportunity Employer

Job Type: Full-time",TOP DOLLAR SALARY,Midtown West,full-time,https://newyork.craigslist.org/mnh/egr/d/sr-mep-design-engineer/6640534860.html
Residential estimate or sales person,Very busy construction company looking to seek experienced residential estimator  or residential sales person to be able to bid and sell jobs great opportunity company been in  Business 22 plus years Minimum experience 10 years In estimating or sales please send  Resumes to johnjcontracting@aol,Salary or commission,Huntington Station,full-time,https://newyork.craigslist.org/lgi/egr/d/residential-estimate-or-sales/6640951410.html
Jr. Plumbing -Fire Protection Engineers/REVIT,"For over 50 years Ettinger Engineering Associates, a premier MEP/FP consulting engineering firm located in midtown Manhattan has been partnering with select developers, architects, institutions and municipal agencies to provide exceptional building design and application services. 

Currently we offer excellent career opportunities to  Junior Level Plumbing and Fire Protection engineers with proficiency in REVIT modeling and Autocad for the design of new and hi-mid and low-rise residential buildings, hotels, schools and more.

General Responsibilities Under Supervision of Senior Engineer/Project Managers include:
Design and layout of systems with minimal direction
Building inspections of existing services and trades (when appropriate) 
-Good sense of coordination and follow through.
-Possess sufficient knowledge of drawings consistent with instruction, guidelines, standards 
-Learn/be familiar with building codes
-Learn/be familiar with equipment and able to make basic selections 
-Ability to perform engineering calculations 

General Qualifications include:
A BS in Engineering, 2-3 years experience,  REVIT and Autocad proficiency required. Willing to be team player, seek knowledge from others, remain enthusiastic about work and being productive. Available to work overtime and meet project deadlines.

Compensation & Benefits:
We offer a competitive salary based on the candidate's experience and credentials
Medical, vision and dental insurance offered with substantial contributions by the firm
Disability insurance for the employee paid for by the Firm
401k plan with firm matching schedule.
PTO schedule increases with years of service
Paid holidays

Send resume labeled with your first and last name.
Send minimum salary requirement
Must be authorized to work in United States
NO CALLS.

EEA Culture

EEA is a mid-size firm with enough capability, experience and resource to take on the largest of development projects. At the same time, our company is organized in smaller studios which provide for numerous client and employee benefits. As an example of an outward benefit, our studio model ensures that repeat clients interact with consistent managerial and engineering staff that is familiar with client operational models, expectations, norms, etc. Inwardly, studios and the smaller project teams within them, allow our employees to form tight-knit and collegial professional relationships, allow for seamless work sharing and more.

Beyond a culture which rewards excellence, ""sets the bar high"", and strives to consistently and relentlessly exceed expectations, our internal culture is centered around five additional tenets:

Staff Appreciation - People Are Our Most Valuable Asset
Professional Development - Your Growth is Shared Growth
Flexibility
Environmental Consciousness
Diversity

Read more about us at: 

Send resume with minimum salary requirements.
Label resume file with your full name. 

Candidates must be authorized to work in USA

Equal Opportunity Employer

NO PHONE CALLS",Commensurate with experience,Midtown West,full-time,https://newyork.craigslist.org/mnh/egr/d/jr-plumbing-fire-protection/6640537867.html
Junior Designer,"Our client is looking for a Junior Designer! 

If hired for the role, your core responsibility will be to provide complete product specifications- including shop drawings, floor layouts & electrical specifications. You will work closely with Account Managers and Account Executives to fully understand a project's requirements in order to efficiently specify product from clients standard offerings. You will also complete extensive training on all of our standard products, and work closely with clients engineers to tailor custom solutions when necessary.

Job requirements:

Adobe Creative Suite proficiency preferred, not required
Electrical Code and planning certification and/or equivalent experience preferred, not required
Ability to learn quickly, take direction and complete continued self-education about industry trends
Excellent time management, communication skills, organization and attention to detail
Previous experience at a furniture manufacturer preferred, not required
BA/BS in design or related field
3D AutoCAD proficiency
Job Type: Full-time

Salary: $45,000.00 to $55,000.00 /year",45-55k,Midtown East,full-time,https://newyork.craigslist.org/mnh/egr/d/junior-designer/6640622998.html
Intermediate Junior Architectural Designer,"KGA is a small, twenty-five year old firm based in Chelsea with a wide array of projects, including commercial, institutional, multi-family residential, single-family residential, and temporary installations. Employees experience all aspects of design, from Schematics through Construction Administration.

Kossar + Garry Architects, LLP (KGA), is looking for a talented and creative individual to fill a Junior Designer position with 2-5 years of experience.

Requirements:
- Minimum Bachelors of Architecture.  Applicants that do not have a Bachelors of Architecture will not be considered.
- Professional Revit Experience
- Strong graphic skills required, including expertise in AutoCAD, Revit, Rhino, Adobe Creative Suite, and 3D modeling software.
- Ability to communicate well in English verbally and in writing with clients, consultants, and contractors is essential.
- Strong multi-tasking and organizational skills are required.
- Word and Excel familiarity is a plus.
- Familiarity with NYC Zoning and Building Codes is a plus.

Please send your resume and work samples in PDF format, max of 5mb.
Include SALARY requirement on your cover letter.",Commensurate with Experience,Midtown,full-time,https://newyork.craigslist.org/mnh/egr/d/intermediate-junior/6640759542.html
Junior Level Architect-Revit User | Hospitality Projects,"Title:Junior Level Architect | Hospitality Projects

PositionDescription:Junior Level  Architect with 3-5 years of experience that has the ability to work independently under supervision of senior project managers.  
The work entails a 2 month minimum commitment developing restaurant project drawings using Revit during 100% Construction Documents. 

Education:
Bachelor of Architecture or above.

Compensation: 
Top hourly rate in NYC, getting paid for each hour you work!","Approximately $35 per hour, based upon experience and skills.",Midtown,full-time,https://newyork.craigslist.org/mnh/egr/d/junior-level-architect-revit/6640910555.html
Construction Firm Seeking Assistant Project Manager,"Prestigious NY Exterior Restoration Contractor seeking an Assistant Project Manager. Projects located in NYC and main office in Nassau County. We require an ambitious candidate with experience in NYC construction sites and the ability to juggle numerous tasks for numerous PM's. Room for advancement for right candidate. Pension, paid vacation, health insurance, travel expenses, annual bonus. Candidate must have related college degree and experience in NYC construction/restoration industry. Must be proficient in Excel, Word, Project, Powerpoint and Autocad. Experience with estimating and scaffolding a plus but we are willing to train. Hours are Monday - Friday, 7:00 a.m. - 4:00 p.m. Please include Resume, drafting sample and salary requirements with your response
Please send resume, salary requirements and drafting samples to: srpmposition@gmail.com
We are and equal opportunity employer",Please send salary requirements,NYC,full-time,https://newyork.craigslist.org/mnh/egr/d/construction-firm-seeking/6641184543.html
